ORF,Gene,SWAT GFP localization,mCherry localization,Seamless GFP localization,"C' GFP localization (Won-Ki H. et. al. 2003)",SWAT GFP intensity median (a.u.),Seamless GFP intensity median (a.u.),Library tybe
YOR311C,DGK1,ER,ER,ER,ER,72.4,24.2,SWAT-GFP
YOR316C,COT1,vacuole membrane,vacuole membrane,vacuole membrane,vacuole membrane,66.5,15.8,SWAT-GFP
YOR317W,FAA1,ER,ER,ER,ER,133.3,60.8,SWAT-GFP
YOR321W,PMT3,"ER,punctate",vacuole,ER,ER,73.3,12.8,SWAT-GFP
YOR322C,LDB19,"cytosol,punctate","cytosol,punctate","cytosol,punctate",0,41.2,18.1,SWAT-GFP
YOR324C,FRT1,ER,ER,ambigous,ambiguous,19.1,11.0,SWAT-GFP
YOR326W,MYO2,"punctate,bud",0,0,"ambiguous,neck,cell periphery,bud,cytosol,bud neck",N/D,N/D,SWAT-GFP
YOR327C,SNC2,"cell periphery,punctate,bud","cell periphery,vacuole","cell periphery,punctate,bud",vacuole,109.3,29.5,SWAT-GFP
YOR328W,PDR10,"cell periphery,vacuole","cell periphery,vacuole",below threshold,below threshold,48.5,9.4,SWAT-GFP
YOR329C,SCD5,bud neck,bud,below threshold,cytosol,45.0,11.8,SWAT-GFP
YOR332W,VMA4,vacuole membrane,vacuole membrane,below threshold,vacuole membrane,295.5,0.0,SWAT-GFP
YOR336W,KRE5,ER,ER,cell periphery,vacuole,88.8,17.3,SWAT-SP-GFP
YOR348C,PUT4,ER,vacuole,cell periphery,below threshold,28.2,9.2,SWAT-GFP
YOR357C,SNX3,vacuole membrane,vacuole membrane,"vacuole membrane,punctate",vacuole membrane,87.6,21.3,SWAT-GFP
YOR365C,YOR365C,ER,vacuole,below threshold,below threshold,51.8,11.8,SWAT-SP-GFP
YOR370C,MRS6,"cytosol,nucleus","cytosol,nucleus","cytosol,nucleus","nucleus,cytosol",47.1,25.1,SWAT-GFP
YOR377W,ATF1,ER,ER,below threshold,ER,64.8,14.8,SWAT-GFP
YOR378W,AMF1,cell periphery,"cell periphery,vacuole",below threshold,below threshold,39.1,N/D,SWAT-GFP
YOR381W,FRE3,vacuole,vacuole,below threshold,below threshold,25.1,12.1,SWAT-SP-GFP
YOR382W,FIT2,"cell periphery,vacuole","cell periphery,vacuole",ER,0,55.0,23.3,SWAT-SP-GFP
YOR383C,FIT3,"cell periphery,vacuole","cell periphery,vacuole",cytosol,0,65.0,25.0,SWAT-SP-GFP
YOR384W,FRE5,punctate,punctate,below threshold,below threshold,28.2,12.1,SWAT-SP-GFP
YOR387C,YOR387C,ER,vacuole,below threshold,below threshold,191.8,11.6,SWAT-SP-GFP
YOR390W,FEX1,cell periphery,cell periphery,below threshold,below threshold,47.1,10.1,SWAT-GFP
YOR394W,PAU21,cytosol,cytosol,"cytosol,punctate",below threshold,80.1,22.0,SWAT-GFP
YPL004C,LSP1,"cell periphery,punctate","cell periphery,punctate","cell periphery,punctate",punctate,170.3,84.7,SWAT-GFP
YPL006W,NCR1,ER,"ER,vacuole","ambigous,ER",vacuole membrane,83.6,16.3,SWAT-SP-GFP
YPL010W,RET3,punctate,0,0,punctate,N/D,N/D,SWAT-GFP
YPL019C,VTC3,vacuole membrane,vacuole membrane,vacuole membrane,vacuole,118.6,17.8,SWAT-GFP
YPL032C,SVL3,"cell periphery,bud","cell periphery,bud","cell periphery,bud neck","ambiguous,neck,cell periphery,bud,cytosol,bud neck",69.9,14.9,SWAT-GFP
YPL036W,PMA2,cell periphery,cell periphery,cell periphery,below threshold,126.5,11.6,SWAT-GFP
YPL041C,MRX11,"punctate,mitochondria","punctate,mitochondria",below threshold,below threshold,26.3,10.4,SWAT-GFP
YPL045W,VPS16,punctate,punctate,punctate,vacuole membrane,51.1,15.3,SWAT-GFP
YPL050C,MNN9,"ER,punctate","ER,punctate",punctate,punctate,63.6,31.5,SWAT-GFP
YPL051W,ARL3,cytosol,cytosol,cytosol,punctate,82.9,15.7,SWAT-GFP
YPL053C,KTR6,"ER,vacuole",vacuole,vacuole,vacuole,65.3,21.3,SWAT-GFP
YPL057C,SUR1,vacuole,vacuole,vacuole,vacuole,19.0,11.3,SWAT-GFP
YPL058C,PDR12,cell periphery,cell periphery,cell periphery,cell periphery,71.5,12.9,SWAT-GFP
YPL065W,VPS28,cytosol,"cytosol,punctate","below threshold,punctate",punctate,60.2,14.8,SWAT-GFP
YPL070W,MUK1,cytosol,cytosol,"cytosol,punctate",cytosol,52.0,17.3,SWAT-GFP
YPL076W,GPI2,ER,ER,ER,ER,22.2,10.7,SWAT-GFP
YPL084W,BRO1,cytosol,cytosol,"ambigous,punctate","cytosol,punctate",89.4,10.2,SWAT-GFP
YPL085W,SEC16,punctate,0,punctate,ER to punctate,96.3,19.1,SWAT-GFP
YPL087W,YDC1,nucleus,ER,below threshold,vacuole,32.5,10.6,SWAT-GFP
YPL092W,SSU1,"cell periphery,ER","cell periphery,ER",below threshold,below threshold,21.4,10.5,SWAT-GFP
YPL094C,SEC62,ER,ER,ER,ER,93.0,31.8,SWAT-GFP
YPL096C-A,ERI1,ER,ER,ambigous,0,59.6,10.1,SWAT-GFP
YPL098C,MGR2,mitochondria,mitochondria,mitochondria,0,89.2,14.0,SWAT-GFP
YPL099C,INA17,"punctate,mitochondria","punctate,mitochondria","punctate,mitochondria",below threshold,27.7,9.3,SWAT-GFP
YPL100W,ATG21,"vacuole membrane,punctate","vacuole membrane,punctate","vacuole membrane,punctate","ambiguous,punctate",61.2,17.4,SWAT-GFP
YPL112C,PEX25,punctate,"punctate,mitochondria",punctate,punctate,55.7,25.6,SWAT-GFP
YPL117C,IDI1,cytosol,cytosol,cytosol,"nucleus,cytosol",141.7,80.5,SWAT-GFP
YPL119C-A,YPL119C-A,below threshold,below threshold,below threshold,0,9.1,8.5,SWAT-GFP
YPL120W,VPS30,cytosol,cytosol,punctate,vacuole,41.6,13.2,SWAT-GFP
YPL123C,RNY1,"cytosol,punctate",cytosol,below threshold,below threshold,37.9,11.7,SWAT-GFP
YPL130W,SPO19,"punctate,bud neck","punctate,vacuole",below threshold,0,54.7,12.7,SWAT-SP-GFP
YPL137C,GIP3,cytosol,0,0,"ER,cytosol",N/D,N/D,SWAT-GFP
YPL140C,MKK2,cytosol,"cytosol,punctate",below threshold,cytosol,52.5,10.8,SWAT-GFP
YPL145C,KES1,cytosol,cytosol,cytosol,cytosol,164.6,80.7,SWAT-GFP
YPL147W,PXA1,punctate,punctate,below threshold,below threshold,15.4,12.1,SWAT-GFP
YPL149W,ATG5,"cytosol,nucleus","cytosol,nucleus",below threshold,cytosol,47.1,8.9,SWAT-GFP
YPL154C,PEP4,ER,vacuole,"ER,vacuole",vacuole,166.6,55.5,SWAT-SP-GFP
YPL156C,PRM4,vacuole,vacuole,vacuole,punctate,26.6,11.0,SWAT-GFP
YPL162C,YPL162C,nucleus,below threshold,below threshold,vacuole membrane,18.6,10.5,SWAT-GFP
YPL163C,SVS1,cell periphery,cytosol,cell periphery,vacuole,35.2,20.4,SWAT-SP-GFP
YPL166W,ATG29,"cytosol,punctate","cytosol,punctate",below threshold,"nucleus,cytosol,punctate",56.9,13.1,SWAT-GFP
YPL175W,SPT14,cytosol,cytosol,cytosol,ambiguous,47.2,19.0,SWAT-GFP
YPL176C,TRE1,"punctate,vacuole",vacuole,punctate,below threshold,28.9,10.3,SWAT-GFP
YPL180W,TCO89,vacuole membrane,vacuole membrane,vacuole membrane,vacuole membrane,44.5,14.0,SWAT-GFP
YPL186C,UIP4,ER,ER,punctate,below threshold,71.5,10.7,SWAT-GFP
YPL189W,GUP2,ER,ER,below threshold,below threshold,40.0,12.2,SWAT-SP-GFP
YPL191C,YPL191C,"cell periphery,ER","cell periphery,ER,punctate",below threshold,cytosol,60.5,14.0,SWAT-GFP
YPL192C,PRM3,nuclear periphery,nuclear periphery,below threshold,ER,104.0,8.8,SWAT-GFP
YPL195W,APL5,punctate,punctate,punctate,punctate,46.1,18.9,SWAT-GFP
YPL199C,YPL199C,cell periphery,cell periphery,below threshold,cytosol,93.4,20.2,SWAT-GFP
YPL200W,CSM4,ambigous,vacuole,punctate,0,14.0,9.5,SWAT-GFP
YPL204W,HRR25,"cytosol,bud neck","cytosol,bud neck","cytosol,bud neck","ambiguous,neck,nucleus,bud,cytosol,bud neck",55.3,40.3,SWAT-GFP
YPL206C,PGC1,punctate,punctate,punctate,punctate,78.6,15.0,SWAT-GFP
YPL217C,BMS1,nucleus,0,0,below threshold,58.0,N/D,SWAT-GFP
YPL221W,FLC1,ER,vacuole,below threshold,"bud neck,cell periphery,vacuole",34.2,12.2,SWAT-SP-GFP
YPL227C,ALG5,punctate,punctate,punctate,ER,53.9,17.7,SWAT-GFP
YPL231W,FAS2,cytosol,cytosol,cytosol,cytosol,258.4,300.9,SWAT-GFP
YPL232W,SSO1,cell periphery,cell periphery,cell periphery,punctate,132.5,46.7,SWAT-GFP
YPL234C,VMA11,"cell periphery,vacuole membrane","cell periphery,vacuole membrane",cytosol,0,41.4,10.6,SWAT-GFP
YPL236C,ENV7,"punctate,vacuole membrane","punctate,vacuole membrane","punctate,vacuole membrane",vacuole membrane,39.6,14.5,SWAT-GFP
YPL244C,HUT1,ER,ER,ER,below threshold,65.0,12.2,SWAT-GFP
YPL246C,RBD2,punctate,punctate,punctate,"punctate,punctate",106.3,15.6,SWAT-GFP
YPL249C,GYP5,"cytosol,bud neck",cytosol,"punctate,bud neck","ambiguous,neck,cell periphery,bud,cytosol,bud neck",92.7,13.8,SWAT-GFP
YPL259C,APM1,punctate,punctate,punctate,punctate,46.6,19.7,SWAT-GFP
YPL264C,YPL264C,punctate,punctate,punctate,punctate,40.4,10.6,SWAT-GFP
YPL265W,DIP5,"cell periphery,vacuole","cell periphery,vacuole",cell periphery,"cell periphery,vacuole",38.3,59.1,SWAT-GFP
YPL274W,SAM3,ER,ER,below threshold,ER,60.3,11.6,SWAT-GFP
YPL278C,YPL278C,ER,vacuole,below threshold,below threshold,135.7,12.2,SWAT-SP-GFP
YPL279C,FEX2,cell periphery,cell periphery,below threshold,below threshold,39.7,8.9,SWAT-GFP
YPL282C,PAU22,"ER,vacuole",vacuole,below threshold,below threshold,28.9,12.1,SWAT-SP-GFP
YPR003C,YPR003C,vacuole membrane,vacuole,below threshold,ER,28.3,10.1,SWAT-GFP
YPR010C-A,YPR010C-A,cytosol,cytosol,cytosol,0,43.2,13.8,SWAT-GFP
YPR017C,DSS4,cytosol,cytosol,cytosol,"nucleus,cytosol",82.5,15.2,SWAT-GFP
YPR026W,ATH1,punctate,vacuole,below threshold,below threshold,33.1,9.0,SWAT-GFP
YPR027C,YPR027C,ER,vacuole,"ambigous,ER",below threshold,32.9,16.4,SWAT-SP-GFP
YPR028W,YOP1,"cell periphery,ER,bud","cell periphery,ER,bud","cell periphery,ER,punctate",ER,95.5,36.3,SWAT-GFP
YPR029C,APL4,"cytosol,punctate",punctate,punctate,punctate,75.8,22.8,SWAT-GFP
YPR030W,CSR2,cytosol,cytosol,below threshold,below threshold,31.4,9.6,SWAT-GFP
YPR032W,SRO7,cytosol,cytosol,"punctate,bud neck","cell periphery,bud,cytosol",82.3,14.0,SWAT-GFP
YPR036W,VMA13,vacuole membrane,vacuole membrane,vacuole membrane,vacuole membrane,195.6,68.2,SWAT-GFP
YPR037C,ERV2,"punctate,vacuole,vacuole membrane","vacuole,vacuole membrane",vacuole,vacuole,72.3,11.1,SWAT-GFP
YPR049C,ATG11,punctate,punctate,punctate,punctate,41.6,13.7,SWAT-GFP
YPR055W,SEC8,bud neck,cytosol,0,"ambiguous,neck,cell periphery,bud,cytosol,bud neck",62.7,N/D,SWAT-GFP
YPR063C,YPR063C,ER,0,0,ER,N/D,N/D,SWAT-GFP
YPR071W,YPR071W,"cell periphery,ER","cell periphery,ER",punctate,ER,52.0,12.6,SWAT-GFP
YPR075C,OPY2,"ER,punctate","ER,vacuole,punctate",ER,vacuole,63.4,17.8,SWAT-GFP
YPR079W,MRL1,vacuole membrane,0,0,punctate,N/D,N/D,SWAT-GFP
YPR080W,TEF1,cytosol,cytosol,cytosol,0,357.2,382.3,SWAT-GFP
YPR088C,SRP54,"ER,punctate","ER,punctate","ER,punctate",below threshold,118.1,36.3,SWAT-GFP
YPR091C,NVJ2,"cell periphery,ER,punctate","cell periphery,ER,punctate","cell periphery,ER,punctate",ER,76.6,20.4,SWAT-GFP
YPR095C,SYT1,cytosol,0,0,below threshold,N/D,N/D,SWAT-GFP
YPR103W,PRE2,"cytosol,nucleus","cytosol,punctate,nucleus","cytosol,nucleus","nucleus,cytosol",140.7,73.3,SWAT-GFP
YPR105C,COG4,"cytosol,punctate","cytosol,punctate",0,punctate,57.9,N/D,SWAT-GFP
YPR109W,YPR109W,ER,ER,below threshold,below threshold,29.2,9.5,SWAT-GFP
YPR113W,PIS1,ER,ER,ER,ER,126.2,40.0,SWAT-GFP
YPR114W,YPR114W,ER,ER,"ambigous,ER",ER,31.8,9.9,SWAT-GFP
YPR117W,YPR117W,punctate,punctate,below threshold,below threshold,16.1,9.6,SWAT-GFP
YPR121W,THI22,ER,vacuole,ambigous,0,63.5,16.0,SWAT-SP-GFP
YPR124W,CTR1,punctate,"vacuole,punctate",0,"cell periphery,bud",42.0,N/D,SWAT-GFP
YPR128C,ANT1,punctate,"punctate,mitochondria",punctate,punctate,100.1,20.1,SWAT-GFP
YPR133W-A,TOM5,mitochondria,0,0,0,N/D,N/D,SWAT-GFP
YPR138C,MEP3,ER,"ER,vacuole",ER,cell periphery,24.2,N/D,SWAT-GFP
YPR139C,LOA1,ER,ER,punctate,ambiguous,65.2,10.8,SWAT-GFP
YPR140W,TAZ1,"punctate,mitochondria","punctate,mitochondria","punctate,mitochondria",mitochondria,57.5,15.0,SWAT-GFP
YPR141C,KAR3,nucleus,nucleus,"nucleus,punctate","nucleus,punctate,punctate",39.1,13.4,SWAT-GFP
YPR147C,YPR147C,punctate,punctate,"below threshold,punctate",cytosol,93.6,13.6,SWAT-GFP
YPR149W,NCE102,"cell periphery,punctate",ER,"cell periphery,punctate",punctate,122.9,157.6,SWAT-GFP
YPR153W,YPR153W,below threshold,below threshold,below threshold,cytosol,14.3,10.6,SWAT-GFP
YPR156C,TPO3,cell periphery,cell periphery,cell periphery,cell periphery,66.5,16.7,SWAT-GFP
YPR157W,TDA6,"cell periphery,vacuole","cell periphery,vacuole",below threshold,below threshold,56.3,12.2,SWAT-SP-GFP
YPR159C-A,YPR159C-A,cytosol,cytosol,below threshold,0,38.7,10.6,SWAT-GFP
YPR159W,KRE6,"punctate,bud neck","vacuole,bud neck","punctate,bud neck",vacuole,44.4,23.1,SWAT-GFP
YPR165W,RHO1,"cell periphery,ER,bud","cell periphery,ER,bud",0,0,244.2,N/D,SWAT-GFP
YPR170W-B,YPR170W-B,vacuole membrane,0,0,0,N/D,N/D,SWAT-GFP
YPR173C,VPS4,punctate,punctate,below threshold,punctate,110.1,9.6,SWAT-GFP
YPR176C,BET2,cytosol,"cytosol,punctate",cytosol,below threshold,82.6,20.3,SWAT-GFP
YPR181C,SEC23,"ER,punctate","ER,punctate",0,below threshold,134.5,N/D,SWAT-GFP
YPR183W,DPM1,"cell periphery,ER","cell periphery,ER","cell periphery,ER",ER,162.2,44.8,SWAT-GFP
YPR185W,ATG13,cytosol,cytosol,cytosol,cytosol,46.0,10.5,SWAT-GFP
YPR192W,AQY1,ER,ER,below threshold,below threshold,142.5,10.8,SWAT-GFP
YPR194C,OPT2,"punctate,vacuole",vacuole,below threshold,below threshold,43.0,13.6,SWAT-GFP
YPR198W,SGE1,ER,ER,below threshold,below threshold,29.5,9.2,SWAT-GFP
YPR201W,ARR3,"punctate,vacuole",vacuole,vacuole,below threshold,30.9,9.2,SWAT-GFP
